Date Rated,Track Rating,Artist(s),Title,Preview Link
6/24/14,4 Stars (Massive),Kaleb,Forgive me,<a href='https://youtube.com/embed/?listType=search&list=Kaleb%20Forgive%20me'>Play</a>
6/24/14,4 Stars (Massive),KG,Love Today,<a href='https://youtube.com/embed/?listType=search&list=KG%20Love%20Today'>Play</a>
6/24/14,4 Stars (Massive),Kini,You will come around,<a href='https://youtube.com/embed/?listType=search&list=Kini%20You%20will%20come%20around'>Play</a>
6/24/14,4 Stars (Massive),Komatic & Technicolour,Stay,<a href='https://youtube.com/embed/?listType=search&list=Komatic%20&%20Technicolour%20Stay'>Play</a>
6/24/14,4 Stars (Massive),Logistics,Inside my soul,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20Inside%20my%20soul'>Play</a>
6/24/14,4 Stars (Massive),Logistics,The trip,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20The%20trip'>Play</a>
6/24/14,4 Stars (Massive),Madmen & Poets,Afraid of Jazz (Lenzman Remix),<a href='https://youtube.com/embed/?listType=search&list=Madmen%20&%20Poets%20Afraid%20of%20Jazz%20(Lenzman%20Remix)'>Play</a>
6/24/14,4 Stars (Massive),Modual,Sticks,<a href='https://youtube.com/embed/?listType=search&list=Modual%20Sticks'>Play</a>
6/24/14,4 Stars (Massive),Mutt,Feelings 4 U,<a href='https://youtube.com/embed/?listType=search&list=Mutt%20Feelings%204%20U'>Play</a>
6/24/14,4 Stars (Massive),Nirgilis,Niji (London Elektricity Remix),<a href='https://youtube.com/embed/?listType=search&list=Nirgilis%20Niji%20(London%20Elektricity%20Remix)'>Play</a>
6/24/14,4 Stars (Massive),Nuage,Late Dream,<a href='https://youtube.com/embed/?listType=search&list=Nuage%20Late%20Dream'>Play</a>
6/24/14,4 Stars (Massive),Photek,Rings Around Saturn,<a href='https://youtube.com/embed/?listType=search&list=Photek%20Rings%20Around%20Saturn'>Play</a>
6/24/14,4 Stars (Massive),Robert Manos,Trouble,<a href='https://youtube.com/embed/?listType=search&list=Robert%20Manos%20Trouble'>Play</a>
6/24/14,4 Stars (Massive),Seba feat. Robert Manos,Madness,<a href='https://youtube.com/embed/?listType=search&list=Seba%20feat.%20Robert%20Manos%20Madness'>Play</a>
6/24/14,4 Stars (Massive),Shift Enigma,You'll Never Know,<a href='https://youtube.com/embed/?listType=search&list=Shift%20Enigma%20You%27ll%20Never%20Know'>Play</a>
6/24/14,4 Stars (Massive),State of Mind,Sun King (Chris Su),<a href='https://youtube.com/embed/?listType=search&list=State%20of%20Mind%20Sun%20King%20(Chris%20Su)'>Play</a>
6/24/14,4 Stars (Massive),The Streets,Too late (High contrast),<a href='https://youtube.com/embed/?listType=search&list=The%20Streets%20Too%20late%20(High%20contrast)'>Play</a>
6/24/14,4 Stars (Massive),Wretch 32,Don t Go feat. Josh Kumra (MJ Cole Remix),<a href='https://youtube.com/embed/?listType=search&list=Wretch%2032%20Don%20t%20Go%20feat.%20Josh%20Kumra%20(MJ%20Cole%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),CJ Bolland,Camargue (Fred V & Grafix Remix),<a href='https://youtube.com/embed/?listType=search&list=CJ%20Bolland%20Camargue%20(Fred%20V%20&%20Grafix%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Fred V & Grafix,Decades,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Decades'>Play</a>
6/24/14,3 Stars (Fresh),Koven,Make It There (feat. Folly Rae) (The Prototypes Remix),<a href='https://youtube.com/embed/?listType=search&list=Koven%20Make%20It%20There%20(feat.%20Folly%20Rae)%20(The%20Prototypes%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Mav,Between Heaven And The Deep Blue Sea (Seba Remix),<a href='https://youtube.com/embed/?listType=search&list=Mav%20Between%20Heaven%20And%20The%20Deep%20Blue%20Sea%20(Seba%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Agent X feat. Mataya,Falling (Shock One's Remix),<a href='https://youtube.com/embed/?listType=search&list=Agent%20X%20feat.%20Mataya%20Falling%20(Shock%20One%27s%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),AK1200,Drowning,<a href='https://youtube.com/embed/?listType=search&list=AK1200%20Drowning'>Play</a>
6/24/14,3 Stars (Fresh),Akala,Bullshit (Chase & Status remix),<a href='https://youtube.com/embed/?listType=search&list=Akala%20Bullshit%20(Chase%20&%20Status%20remix)'>Play</a>
6/24/14,3 Stars (Fresh),Aphrodite,Blue Mystique,<a href='https://youtube.com/embed/?listType=search&list=Aphrodite%20Blue%20Mystique'>Play</a>
6/24/14,3 Stars (Fresh),Atlantic Connection ft. Tali,Heal,<a href='https://youtube.com/embed/?listType=search&list=Atlantic%20Connection%20ft.%20Tali%20Heal'>Play</a>
6/24/14,3 Stars (Fresh),Autumn,It's always about the girl (lomax remix),<a href='https://youtube.com/embed/?listType=search&list=Autumn%20It%27s%20always%20about%20the%20girl%20(lomax%20remix)'>Play</a>
6/24/14,3 Stars (Fresh),Bachelors Of Science,Strings Track,<a href='https://youtube.com/embed/?listType=search&list=Bachelors%20Of%20Science%20Strings%20Track'>Play</a>
6/24/14,3 Stars (Fresh),Bachelors Of Science ft. Redeyes,Hold on,<a href='https://youtube.com/embed/?listType=search&list=Bachelors%20Of%20Science%20ft.%20Redeyes%20Hold%20on'>Play</a>
6/24/14,3 Stars (Fresh),Baron,Decade,<a href='https://youtube.com/embed/?listType=search&list=Baron%20Decade'>Play</a>
6/24/14,3 Stars (Fresh),Baron,"Half Light, Half Life",<a href='https://youtube.com/embed/?listType=search&list=Baron%20Half%20Light%20%20Half%20Life'>Play</a>
6/24/14,3 Stars (Fresh),Basic Operations,4th Street Sound Click (Kubiks & Lomax Remix),<a href='https://youtube.com/embed/?listType=search&list=Basic%20Operations%204th%20Street%20Sound%20Click%20(Kubiks%20&%20Lomax%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Bass Tikal & Mex-E,The Music,<a href='https://youtube.com/embed/?listType=search&list=Bass%20Tikal%20&%20Mex-E%20The%20Music'>Play</a>
6/24/14,3 Stars (Fresh),Bazeado,Segunda feira (Bungle remix),<a href='https://youtube.com/embed/?listType=search&list=Bazeado%20Segunda%20feira%20(Bungle%20remix)'>Play</a>
6/24/14,3 Stars (Fresh),Bcee,Disciple (Watch in HD!),<a href='https://youtube.com/embed/?listType=search&list=Bcee%20Disciple%20(Watch%20in%20HD!)'>Play</a>
6/24/14,3 Stars (Fresh),BCee,Keep The Faith feat. Robert Owens (Seba Remix),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Keep%20The%20Faith%20feat.%20Robert%20Owens%20(Seba%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),BCee & Lomax (Feat. Deeizm),One Year On (Vocal VIP),<a href='https://youtube.com/embed/?listType=search&list=BCee%20&%20Lomax%20(Feat.%20Deeizm)%20One%20Year%20On%20(Vocal%20VIP)'>Play</a>
6/24/14,3 Stars (Fresh),BCEE feat. Lingby,Count the stars -,<a href='https://youtube.com/embed/?listType=search&list=BCEE%20feat.%20Lingby%20Count%20the%20stars%20-'>Play</a>
6/24/14,3 Stars (Fresh),BCee ft. Robert Owens,Keep The Faith Seba Remix -,<a href='https://youtube.com/embed/?listType=search&list=BCee%20ft.%20Robert%20Owens%20Keep%20The%20Faith%20Seba%20Remix%20-'>Play</a>
6/24/14,3 Stars (Fresh),BCee,Keep The Faith feat. Robert Owens (Seba Remix),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Keep%20The%20Faith%20feat.%20Robert%20Owens%20(Seba%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Black Sun Empire,Dawn of a Dark Day feat. Foreign Beggars (Prolix Remix),<a href='https://youtube.com/embed/?listType=search&list=Black%20Sun%20Empire%20Dawn%20of%20a%20Dark%20Day%20feat.%20Foreign%20Beggars%20(Prolix%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Black Sun Empire,Killing The Light (Feat. Inne Eysermans),<a href='https://youtube.com/embed/?listType=search&list=Black%20Sun%20Empire%20Killing%20The%20Light%20(Feat.%20Inne%20Eysermans)'>Play</a>
6/24/14,3 Stars (Fresh),Blame,Hold the sunshine,<a href='https://youtube.com/embed/?listType=search&list=Blame%20Hold%20the%20sunshine'>Play</a>
6/24/14,3 Stars (Fresh),Blame feat. Selah,Because of You,<a href='https://youtube.com/embed/?listType=search&list=Blame%20feat.%20Selah%20Because%20of%20You'>Play</a>
6/24/14,3 Stars (Fresh),Blue Sonix ft. KW,Devil inside,<a href='https://youtube.com/embed/?listType=search&list=Blue%20Sonix%20ft.%20KW%20Devil%20inside'>Play</a>
6/24/14,3 Stars (Fresh),Bungle,You,<a href='https://youtube.com/embed/?listType=search&list=Bungle%20You'>Play</a>
6/24/14,3 Stars (Fresh),Camo & Krooked,Global Warming,<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20Global%20Warming'>Play</a>
6/24/14,3 Stars (Fresh),Camo & Krooked,Walk on Air,<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20Walk%20on%20Air'>Play</a>
6/24/14,3 Stars (Fresh),Camo & Krooked,You Cry,<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20You%20Cry'>Play</a>
6/24/14,3 Stars (Fresh),Casablanca,Panda Drum N Bass,<a href='https://youtube.com/embed/?listType=search&list=Casablanca%20Panda%20Drum%20N%20Bass'>Play</a>
6/24/14,3 Stars (Fresh),Chase,Alive feat. Jacob Banks -,<a href='https://youtube.com/embed/?listType=search&list=Chase%20Alive%20feat.%20Jacob%20Banks%20-'>Play</a>
6/24/14,3 Stars (Fresh),Circa,Ida,<a href='https://youtube.com/embed/?listType=search&list=Circa%20Ida'>Play</a>
6/24/14,3 Stars (Fresh),CLS & Wax,Feeling good,<a href='https://youtube.com/embed/?listType=search&list=CLS%20&%20Wax%20Feeling%20good'>Play</a>
6/24/14,3 Stars (Fresh),Command Strange,Time,<a href='https://youtube.com/embed/?listType=search&list=Command%20Strange%20Time'>Play</a>
6/24/14,3 Stars (Fresh),Command Strange,Angel (Nu Directions Dub),<a href='https://youtube.com/embed/?listType=search&list=Command%20Strange%20Angel%20(Nu%20Directions%20Dub)'>Play</a>
6/24/14,3 Stars (Fresh),Command Strange,Soulmate,<a href='https://youtube.com/embed/?listType=search&list=Command%20Strange%20Soulmate'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Around & Back Again (ft. Miss Wendy),<a href='https://youtube.com/embed/?listType=search&list=Contour%20Around%20&%20Back%20Again%20(ft.%20Miss%20Wendy)'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Colour of Silence,<a href='https://youtube.com/embed/?listType=search&list=Contour%20Colour%20of%20Silence'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Erratic Soul,<a href='https://youtube.com/embed/?listType=search&list=Contour%20Erratic%20Soul'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Flipside funk,<a href='https://youtube.com/embed/?listType=search&list=Contour%20Flipside%20funk'>Play</a>
6/24/14,3 Stars (Fresh),Contour,If All You Need Is Time,<a href='https://youtube.com/embed/?listType=search&list=Contour%20If%20All%20You%20Need%20Is%20Time'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Moving Higher,<a href='https://youtube.com/embed/?listType=search&list=Contour%20Moving%20Higher'>Play</a>
6/24/14,3 Stars (Fresh),Contour,Shine,<a href='https://youtube.com/embed/?listType=search&list=Contour%20Shine'>Play</a>
6/24/14,3 Stars (Fresh),Contour & Basstikal,Poppycock,<a href='https://youtube.com/embed/?listType=search&list=Contour%20&%20Basstikal%20Poppycock'>Play</a>
6/24/14,3 Stars (Fresh),Contour & Stunna,Infinity,<a href='https://youtube.com/embed/?listType=search&list=Contour%20&%20Stunna%20Infinity'>Play</a>
6/24/14,3 Stars (Fresh),D Minds feat. Charlotte James,I Am Bad Original Mix -,<a href='https://youtube.com/embed/?listType=search&list=D%20Minds%20feat.%20Charlotte%20James%20I%20Am%20Bad%20Original%20Mix%20-'>Play</a>
6/24/14,3 Stars (Fresh),D.Kay & Epsilon,Barcelona (High Contrast Remix),<a href='https://youtube.com/embed/?listType=search&list=D.Kay%20&%20Epsilon%20Barcelona%20(High%20Contrast%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Dan Marshall,Under Water,<a href='https://youtube.com/embed/?listType=search&list=Dan%20Marshall%20Under%20Water'>Play</a>
6/24/14,3 Stars (Fresh),Danoo,Longing for,<a href='https://youtube.com/embed/?listType=search&list=Danoo%20Longing%20for'>Play</a>
6/24/14,3 Stars (Fresh),Deep Focus,Heavy Metal,<a href='https://youtube.com/embed/?listType=search&list=Deep%20Focus%20Heavy%20Metal'>Play</a>
6/24/14,3 Stars (Fresh),Deep Focus,The Light,<a href='https://youtube.com/embed/?listType=search&list=Deep%20Focus%20The%20Light'>Play</a>
6/24/14,3 Stars (Fresh),DJ Fresh,Hypercaine,<a href='https://youtube.com/embed/?listType=search&list=DJ%20Fresh%20Hypercaine'>Play</a>
6/24/14,3 Stars (Fresh),DJ Fresh ft. Adam F,When The Sun Goes Down,<a href='https://youtube.com/embed/?listType=search&list=DJ%20Fresh%20ft.%20Adam%20F%20When%20The%20Sun%20Goes%20Down'>Play</a>
6/24/14,3 Stars (Fresh),DR S GACHET,REMEMBER THE ROLLER (HEIST REMIX) [CLIP] -,<a href='https://youtube.com/embed/?listType=search&list=DR%20S%20GACHET%20REMEMBER%20THE%20ROLLER%20(HEIST%20REMIX)%20[CLIP]%20-'>Play</a>
6/24/14,3 Stars (Fresh),Druid,Right here (Manhattans Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Druid%20Right%20here%20(Manhattans%20Bootleg)'>Play</a>
6/24/14,3 Stars (Fresh),Druid,The Power,<a href='https://youtube.com/embed/?listType=search&list=Druid%20The%20Power'>Play</a>
6/24/14,3 Stars (Fresh),The Ego & DJ Roots,Universe (ft. Ill Esha),<a href='https://youtube.com/embed/?listType=search&list=The%20Ego%20&%20DJ%20Roots%20Universe%20(ft.%20Ill%20Esha)'>Play</a>
6/24/14,3 Stars (Fresh),Electrosoul System & Subwave,One,<a href='https://youtube.com/embed/?listType=search&list=Electrosoul%20System%20&%20Subwave%20One'>Play</a>
6/24/14,3 Stars (Fresh),Entity,portugal,<a href='https://youtube.com/embed/?listType=search&list=Entity%20portugal'>Play</a>
6/24/14,3 Stars (Fresh),Entity,Stargazer (ft. Amy),<a href='https://youtube.com/embed/?listType=search&list=Entity%20Stargazer%20(ft.%20Amy)'>Play</a>
6/24/14,3 Stars (Fresh),Erb,N-Dub-FIRE (JINX RELICK) -,<a href='https://youtube.com/embed/?listType=search&list=Erb%20N-Dub-FIRE%20(JINX%20RELICK)%20-'>Play</a>
6/24/14,3 Stars (Fresh),Eric Prydz,Pjanoo (High Contrast Remix),<a href='https://youtube.com/embed/?listType=search&list=Eric%20Prydz%20Pjanoo%20(High%20Contrast%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Eveson & Lomax,Under The Bridge,<a href='https://youtube.com/embed/?listType=search&list=Eveson%20&%20Lomax%20Under%20The%20Bridge'>Play</a>
6/24/14,3 Stars (Fresh),Feral,Carried Away (Powel Remix) -,<a href='https://youtube.com/embed/?listType=search&list=Feral%20Carried%20Away%20(Powel%20Remix)%20-'>Play</a>
6/24/14,3 Stars (Fresh),Fred V,Hit The Ground,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20Hit%20The%20Ground'>Play</a>
6/24/14,3 Stars (Fresh),Frederic Robinson,Laughing at Clouds-,<a href='https://youtube.com/embed/?listType=search&list=Frederic%20Robinson%20Laughing%20at%20Clouds-'>Play</a>
6/24/14,3 Stars (Fresh),Future Prophecies,September,<a href='https://youtube.com/embed/?listType=search&list=Future%20Prophecies%20September'>Play</a>
6/24/14,3 Stars (Fresh),Future Prophecies,The roof is on fire,<a href='https://youtube.com/embed/?listType=search&list=Future%20Prophecies%20The%20roof%20is%20on%20fire'>Play</a>
6/24/14,3 Stars (Fresh),Grafix,I Must Say,<a href='https://youtube.com/embed/?listType=search&list=Grafix%20I%20Must%20Say'>Play</a>
6/24/14,3 Stars (Fresh),Grafix,Millenium All Sorts dub -,<a href='https://youtube.com/embed/?listType=search&list=Grafix%20Millenium%20All%20Sorts%20dub%20-'>Play</a>
6/24/14,3 Stars (Fresh),Hazuki,Need You -,<a href='https://youtube.com/embed/?listType=search&list=Hazuki%20Need%20You%20-'>Play</a>
6/24/14,3 Stars (Fresh),High Contrast,Days go by,<a href='https://youtube.com/embed/?listType=search&list=High%20Contrast%20Days%20go%20by'>Play</a>
6/24/14,3 Stars (Fresh),High Contrast,Made it last night,<a href='https://youtube.com/embed/?listType=search&list=High%20Contrast%20Made%20it%20last%20night'>Play</a>
6/24/14,3 Stars (Fresh),High Contrast,Sleepless,<a href='https://youtube.com/embed/?listType=search&list=High%20Contrast%20Sleepless'>Play</a>
6/24/14,3 Stars (Fresh),Imogen Heap,Headlock (High Contrast Remix),<a href='https://youtube.com/embed/?listType=search&list=Imogen%20Heap%20Headlock%20(High%20Contrast%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),InContext,Say my name,<a href='https://youtube.com/embed/?listType=search&list=InContext%20Say%20my%20name'>Play</a>
6/24/14,3 Stars (Fresh),InContext,There for me,<a href='https://youtube.com/embed/?listType=search&list=InContext%20There%20for%20me'>Play</a>
6/24/14,3 Stars (Fresh),John B,Numbers (Camo & Krooked Remix),<a href='https://youtube.com/embed/?listType=search&list=John%20B%20Numbers%20(Camo%20&%20Krooked%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Jontey,Soul Surgery,<a href='https://youtube.com/embed/?listType=search&list=Jontey%20Soul%20Surgery'>Play</a>
6/24/14,3 Stars (Fresh),Kabuki ft. Jenna G,Rock This Style,<a href='https://youtube.com/embed/?listType=search&list=Kabuki%20ft.%20Jenna%20G%20Rock%20This%20Style'>Play</a>
6/24/14,3 Stars (Fresh),Kaleb,Stay the same,<a href='https://youtube.com/embed/?listType=search&list=Kaleb%20Stay%20the%20same'>Play</a>
6/24/14,3 Stars (Fresh),Kini,Tear us apart,<a href='https://youtube.com/embed/?listType=search&list=Kini%20Tear%20us%20apart'>Play</a>
6/24/14,3 Stars (Fresh),Komatic Grinda Zigzag,Have a Morning feat Stunna -,<a href='https://youtube.com/embed/?listType=search&list=Komatic%20Grinda%20Zigzag%20Have%20a%20Morning%20feat%20Stunna%20-'>Play</a>
6/24/14,3 Stars (Fresh),Kryptic Minds and Leon Switch,No evil feat Joanna B,<a href='https://youtube.com/embed/?listType=search&list=Kryptic%20Minds%20and%20Leon%20Switch%20No%20evil%20feat%20Joanna%20B'>Play</a>
6/24/14,3 Stars (Fresh),Kubiks & Morph,inflicted,<a href='https://youtube.com/embed/?listType=search&list=Kubiks%20&%20Morph%20inflicted'>Play</a>
6/24/14,3 Stars (Fresh),L.A.O.S,So Much To Tell You,<a href='https://youtube.com/embed/?listType=search&list=L.A.O.S%20So%20Much%20To%20Tell%20You'>Play</a>
6/24/14,3 Stars (Fresh),L.A.O.S.,Back No More,<a href='https://youtube.com/embed/?listType=search&list=L.A.O.S.%20Back%20No%20More'>Play</a>
6/24/14,3 Stars (Fresh),L.A.O.S.,We All,<a href='https://youtube.com/embed/?listType=search&list=L.A.O.S.%20We%20All'>Play</a>
6/24/14,3 Stars (Fresh),Logistics,Daylight Creeps In,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20Daylight%20Creeps%20In'>Play</a>
6/24/14,3 Stars (Fresh),Logistics,Kaleidoscope,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20Kaleidoscope'>Play</a>
6/24/14,3 Stars (Fresh),London Elektricity,Wishing Well (Danny Byrd Remix),<a href='https://youtube.com/embed/?listType=search&list=London%20Elektricity%20Wishing%20Well%20(Danny%20Byrd%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Memro,Trick of the Tail,<a href='https://youtube.com/embed/?listType=search&list=Memro%20Trick%20of%20the%20Tail'>Play</a>
6/24/14,3 Stars (Fresh),morcheeba,the sea (stakka and skynet remix),<a href='https://youtube.com/embed/?listType=search&list=morcheeba%20the%20sea%20(stakka%20and%20skynet%20remix)'>Play</a>
6/24/14,3 Stars (Fresh),Nu Tone feat Commix,Take Me Back,<a href='https://youtube.com/embed/?listType=search&list=Nu%20Tone%20feat%20Commix%20Take%20Me%20Back'>Play</a>
6/24/14,3 Stars (Fresh),Nuage,All I Know,<a href='https://youtube.com/embed/?listType=search&list=Nuage%20All%20I%20Know'>Play</a>
6/24/14,3 Stars (Fresh),Nuage,Eversky-,<a href='https://youtube.com/embed/?listType=search&list=Nuage%20Eversky-'>Play</a>
6/24/14,3 Stars (Fresh),Nuage,Pay Your Love-,<a href='https://youtube.com/embed/?listType=search&list=Nuage%20Pay%20Your%20Love-'>Play</a>
6/24/14,3 Stars (Fresh),Peixe Kru & Cybass feat Melianti,My Girl (Madmen & Poets),<a href='https://youtube.com/embed/?listType=search&list=Peixe%20Kru%20&%20Cybass%20feat%20Melianti%20My%20Girl%20(Madmen%20&%20Poets)'>Play</a>
6/24/14,3 Stars (Fresh),Phetsta and Shock One,The Sun,<a href='https://youtube.com/embed/?listType=search&list=Phetsta%20and%20Shock%20One%20The%20Sun'>Play</a>
6/24/14,3 Stars (Fresh),Redeyes & Sweed,Poetry In Motion,<a href='https://youtube.com/embed/?listType=search&list=Redeyes%20&%20Sweed%20Poetry%20In%20Motion'>Play</a>
6/24/14,3 Stars (Fresh),Redeyes & Youthman,Girlfriend,<a href='https://youtube.com/embed/?listType=search&list=Redeyes%20&%20Youthman%20Girlfriend'>Play</a>
6/24/14,3 Stars (Fresh),Reflekt,Need to Feel Loved (Deep Focus & InContext Remix),<a href='https://youtube.com/embed/?listType=search&list=Reflekt%20Need%20to%20Feel%20Loved%20(Deep%20Focus%20&%20InContext%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Shannon Swain,Let Me Down (Ben Sage Remix),<a href='https://youtube.com/embed/?listType=search&list=Shannon%20Swain%20Let%20Me%20Down%20(Ben%20Sage%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Shinobi,Chicago,<a href='https://youtube.com/embed/?listType=search&list=Shinobi%20Chicago'>Play</a>
6/24/14,3 Stars (Fresh),Shinobi,Ultra Violet,<a href='https://youtube.com/embed/?listType=search&list=Shinobi%20Ultra%20Violet'>Play</a>
6/24/14,3 Stars (Fresh),Silence Groove amp Skeletone,Touching Midnight,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20amp%20Skeletone%20Touching%20Midnight'>Play</a>
6/24/14,3 Stars (Fresh),Silence Groove,Let Me Love,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Let%20Me%20Love'>Play</a>
6/24/14,3 Stars (Fresh),Smote,Moonlight,<a href='https://youtube.com/embed/?listType=search&list=Smote%20Moonlight'>Play</a>
6/24/14,3 Stars (Fresh),Smote & Stunna ft. Submorphics,First Light,<a href='https://youtube.com/embed/?listType=search&list=Smote%20&%20Stunna%20ft.%20Submorphics%20First%20Light'>Play</a>
6/24/14,3 Stars (Fresh),SpectraSoul,Guardian (Know you want me),<a href='https://youtube.com/embed/?listType=search&list=SpectraSoul%20Guardian%20(Know%20you%20want%20me)'>Play</a>
6/24/14,3 Stars (Fresh),Stare,Strings Attached VIP,<a href='https://youtube.com/embed/?listType=search&list=Stare%20Strings%20Attached%20VIP'>Play</a>
6/24/14,3 Stars (Fresh),Stim Axel,Tishina,<a href='https://youtube.com/embed/?listType=search&list=Stim%20Axel%20Tishina'>Play</a>
6/24/14,3 Stars (Fresh),Sub Focus,Smooth,<a href='https://youtube.com/embed/?listType=search&list=Sub%20Focus%20Smooth'>Play</a>
6/24/14,3 Stars (Fresh),Technical Itch Feat MC Jakes,Darkheart,<a href='https://youtube.com/embed/?listType=search&list=Technical%20Itch%20Feat%20MC%20Jakes%20Darkheart'>Play</a>
6/24/14,3 Stars (Fresh),Tyrone,Behemouth dub -,<a href='https://youtube.com/embed/?listType=search&list=Tyrone%20Behemouth%20dub%20-'>Play</a>
6/24/14,3 Stars (Fresh),Utah Saints,Something Good (High Contrast Remix),<a href='https://youtube.com/embed/?listType=search&list=Utah%20Saints%20Something%20Good%20(High%20Contrast%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Venture,Moments Of Nostalgia (Kelle Remix),<a href='https://youtube.com/embed/?listType=search&list=Venture%20Moments%20Of%20Nostalgia%20(Kelle%20Remix)'>Play</a>
6/24/14,3 Stars (Fresh),Well being,Lend me your troubles,<a href='https://youtube.com/embed/?listType=search&list=Well%20being%20Lend%20me%20your%20troubles'>Play</a>
6/24/14,3 Stars (Fresh),Xample,The Coma,<a href='https://youtube.com/embed/?listType=search&list=Xample%20The%20Coma'>Play</a>
6/24/14,3 Stars (Fresh),4hero,Morning Child (L.A.O.S. Remix),<a href='https://youtube.com/embed/?listType=search&list=4hero%20Morning%20Child%20(L.A.O.S.%20Remix)'>Play</a>
6/24/14,5 Stars (Epic),Andy Skopes & Mr Joseph,Call To Arms,<a href='https://youtube.com/embed/?listType=search&list=Andy%20Skopes%20&%20Mr%20Joseph%20Call%20To%20Arms'>Play</a>
6/24/14,5 Stars (Epic),The Baldwin Brothers,Dream Girl (feat. Miho Hatori),<a href='https://youtube.com/embed/?listType=search&list=The%20Baldwin%20Brothers%20Dream%20Girl%20(feat.%20Miho%20Hatori)'>Play</a>
6/24/14,5 Stars (Epic),Bcee & S.P.Y.,Is Anybody Out There (Friction & K-Tee Remix),<a href='https://youtube.com/embed/?listType=search&list=Bcee%20&%20S.P.Y.%20Is%20Anybody%20Out%20There%20(Friction%20&%20K-Tee%20Remix)'>Play</a>
6/24/14,5 Stars (Epic),Blame,Whispers Into Screams (Ft Tom Sears),<a href='https://youtube.com/embed/?listType=search&list=Blame%20Whispers%20Into%20Screams%20(Ft%20Tom%20Sears)'>Play</a>
6/24/14,5 Stars (Epic),Blu Mar Ten,Whisper (feat. Kirsty Hawkshaw),<a href='https://youtube.com/embed/?listType=search&list=Blu%20Mar%20Ten%20Whisper%20(feat.%20Kirsty%20Hawkshaw)'>Play</a>
6/24/14,5 Stars (Epic),Breakage,Staggered Dub,<a href='https://youtube.com/embed/?listType=search&list=Breakage%20Staggered%20Dub'>Play</a>
6/24/14,5 Stars (Epic),Camo & Krooked,All Fall Down [Fred V & Grafix Remix] (feat Shaz Sparks),<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20All%20Fall%20Down%20[Fred%20V%20&%20Grafix%20Remix]%20(feat%20Shaz%20Sparks)'>Play</a>
6/24/14,5 Stars (Epic),Cans,LightWorks,<a href='https://youtube.com/embed/?listType=search&list=Cans%20LightWorks'>Play</a>
6/24/14,5 Stars (Epic),Chase & Status,Take Me Away,<a href='https://youtube.com/embed/?listType=search&list=Chase%20&%20Status%20Take%20Me%20Away'>Play</a>
6/24/14,5 Stars (Epic),Chase & Status,End Credits,<a href='https://youtube.com/embed/?listType=search&list=Chase%20&%20Status%20End%20Credits'>Play</a>
6/24/14,5 Stars (Epic),Chew Lips,Karen (Netsky Remix),<a href='https://youtube.com/embed/?listType=search&list=Chew%20Lips%20Karen%20(Netsky%20Remix)'>Play</a>
6/24/14,5 Stars (Epic),Cybass,Its a New Life for Me,<a href='https://youtube.com/embed/?listType=search&list=Cybass%20Its%20a%20New%20Life%20for%20Me'>Play</a>
6/24/14,5 Stars (Epic),Danny Byrd,Ill Behaviour (Ft.I-Kay),<a href='https://youtube.com/embed/?listType=search&list=Danny%20Byrd%20Ill%20Behaviour%20(Ft.I-Kay)'>Play</a>
